DEBUG | ??:??:?? 1 Set random seed 92595653
INFO  | ??:??:?? 1 Init NodeDB
INFO  | ??:??:?? 1 Load /prefs/nodes.proto
INFO  | ??:??:?? 1 Loaded /prefs/nodes.proto successfully
INFO  | ??:??:?? 1 Loaded saved nodedatabase version 24, with nodes count: 1
INFO  | ??:??:?? 1 Load /prefs/device.proto
INFO  | ??:??:?? 1 Loaded /prefs/device.proto successfully
INFO  | ??:??:?? 1 Loaded saved devicestate version 24
INFO  | ??:??:?? 1 Load /prefs/config.proto
INFO  | ??:??:?? 1 Loaded /prefs/config.proto successfully
INFO  | ??:??:?? 1 Loaded saved config version 24
INFO  | ??:??:?? 1 Load /prefs/module.proto
INFO  | ??:??:?? 1 Loaded /prefs/module.proto successfully
INFO  | ??:??:?? 1 Loaded saved moduleConfig version 24
INFO  | ??:??:?? 1 Load /prefs/channels.proto
INFO  | ??:??:?? 1 Loaded /prefs/channels.proto successfully
INFO  | ??:??:?? 1 Loaded saved channelFile version 24
ERROR | ??:??:?? 1 Could not open / read /prefs/uiconfig.proto
DEBUG | ??:??:?? 1 cleanupMeshDB purged 0 entries
DEBUG | ??:??:?? 1 Use nodenum 0xef8d4c32
DEBUG | ??:??:?? 1 Expand short PSK #1
INFO  | ??:??:?? 1 Wanted region 3, using EU_868
DEBUG | ??:??:?? 1 Coerce telemetry to role-aware minimum on defaults
DEBUG | ??:??:?? 1 Coerce position broadcasts to role-aware minimum and smart broadcast min of 5 minutes on defaults
INFO  | ??:??:?? 1 Sort took 0 milliseconds
DEBUG | ??:??:?? 1 Save to disk 0
INFO  | ??:??:?? 1 TransmitHistory: loaded 1 entries from disk
WARN  | ??:??:?? 1 Packet History - Invalid size -1, using default 160
DEBUG | ??:??:?? 2 Use compiled/slipstreamed tzplaceholder
DEBUG | ??:??:?? 2 Saved TZ: MEZ-1MESZ,M3.4.0/2:00:00,M10.4.0/3:00:00
DEBUG | ??:??:?? 2 Set Timezone to MEZ-1MESZ,M3.4.0/2:00:00,M10.4.0/3:00:00
WARN  | ??:??:?? 2 RTC not found (found address 0x00)
INFO  | ??:??:?? 2 GPS power state move from OFF to ACTIVE
DEBUG | ??:??:?? 2 Use GPIO15 for GPS RX
DEBUG | ??:??:?? 2 Use GPIO16 for GPS TX
ERROR | ??:??:?? 2 Could not open / read /prefs/cannedConf.proto
INFO  | ??:??:?? 2 CannedMessageModule is enabled
ERROR | ??:??:?? 2 Could not open / read /prefs/ringtone.proto
INFO  | ??:??:?? 2 Init External Notification Module
INFO  | ??:??:?? 2 Use Pin 36 in digital mode
DEBUG | ??:??:?? 2 Init NCP5623 Ambient light w/ current=10.000000, red=0, green=0, blue=0
INFO  | ??:??:?? 2 Use Pin 21 in PWM mode
DEBUG | ??:??:?? 2 Rescan for I2C keyboard
DEBUG | ??:??:?? 2 Scan for I2C devices on port 1
DEBUG | ??:??:?? 2 Scan address 0x1f
DEBUG | ??:??:?? 2 Scan address 0x34
DEBUG | ??:??:?? 2 Scan address 0x55
DEBUG | ??:??:?? 2 Scan address 0x5a
DEBUG | ??:??:?? 2 Scan address 0x5f
DEBUG | ??:??:?? 2 SX126xInterface(cs=42, irq=47, rst=38, busy=46)
DEBUG | ??:??:?? 2 SX126X_DIO3_TCXO_VOLTAGE defined, using DIO3 as TCXO reference voltage at 1.800000 V
INFO  | ??:??:?? 2 Start meshradio init
INFO  | ??:??:?? 2 Radio freq=869.525, config.lora.frequency_offset=0.000
INFO  | ??:??:?? 2 Set radio: region=EU_868, name=LongFast, config=0, ch=0, power=27
INFO  | ??:??:?? 2 myRegion->freqStart -> myRegion->freqEnd: 869.400024 -> 869.650024 (0.250000 MHz)
INFO  | ??:??:?? 2 numChannels: 1 x 250.000kHz
INFO  | ??:??:?? 2 channel_num: 1
INFO  | ??:??:?? 2 frequency: 869.525024
INFO  | ??:??:?? 2 Slot time: 28 msec, preamble time: 131 msec
INFO  | ??:??:?? 2 Final Tx power: 22 dBm
INFO  | ??:??:?? 2 SX126x init result 0
INFO  | ??:??:?? 2 Frequency set to 869.525024
INFO  | ??:??:?? 2 Bandwidth set to 250.000000
INFO  | ??:??:?? 2 Power output set to 22
DEBUG | ??:??:?? 2 Current limit set to 140.000000
DEBUG | ??:??:?? 2 Current limit set result 0
DEBUG | ??:??:?? 2 Set DIO2 as RF switch, result: 0
DEBUG | ??:??:?? 2 SX126X_RXEN not defined, defaulting to RADIOLIB_NC
DEBUG | ??:??:?? 2 SX126X_TXEN not defined, defaulting to RADIOLIB_NC
DEBUG | ??:??:?? 2 Use MCU pin -1 as RXEN and pin -1 as TXEN to control RF switching
INFO  | ??:??:?? 2 Set RX gain to boosted mode; result: 0
INFO  | ??:??:?? 2 Applied SX1262 register 0x8B5 patch for RX improvement
INFO  | ??:??:?? 2 SX1262 init success
INFO  | ??:??:?? 2 Not using Ethernet
DEBUG | ??:??:?? 2 LoRA bitrate = 116.967873 bytes / sec
INFO  | ??:??:?? 2 PowerFSM init, USB power=1
DEBUG | ??:??:?? 2 Node status update: 1 online, 1 total
INFO  | ??:??:?? 2 [Power] Power: battery hardware detected
INFO  | ??:??:?? 2 [ExternalNotification] Turning off external notification:
INFO  | ??:??:?? 2 [ExternalNotification] Stop RTTTL playback
INFO  | ??:??:?? 2 [ExternalNotification] Turning off setExternalStates
DEBUG | ??:??:?? 2 [ExternalNotification] Init NCP5623 Ambient light w/ current=10.000000, red=0, green=0, blue=0
DEBUG | ??:??:?? 2 [ExternalNotification] Init NCP5623 Ambient light w/ current=10.000000, red=0, green=0, blue=0
DEBUG | ??:??:?? 2 [ExternalNotification] Init NCP5623 Ambient light w/ current=10.000000, red=0, green=0, blue=0
DEBUG | ??:??:?? 2 [GPS] Trying $PDTINFO (Unicore Family)...
DEBUG | ??:??:?? 3 [GPS] Trying $PCAS06,1*1A (ATGM33xx Family)...
DEBUG | ??:??:?? 3 [GPS] Trying $PAIR021*39 (Airoha Family)...
DEBUG | ??:??:?? 4 [GPS] Trying $PQTMVERNO*58 (LC86)...
DEBUG | ??:??:?? 5 [GPS] Trying $PCAS06,0*1B (L76K)...
DEBUG | ??:??:?? 5 [PowerFSM] Init NRF52 Bluetooth
INFO  | ??:??:?? 5 [PowerFSM] Init the Bluefruit nRF52 module
INFO  | ??:??:?? 5 [PowerFSM] Bluetooth pin set to '123456'
INFO  | ??:??:?? 5 [PowerFSM] Init the Device Information Service
